4,0
3,0
0,0
0,0
0,0
0,0
0,0
4,0
3,0
4,0
4,0
0,0
0,0
0,0
3,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
12,0
0,0
12,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
8,0
0,0
7,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
15,0
0,0
0,0
0,0
1,1
1,1
1,1
1,1
1,1
1,1
12,1
5,1
1,1
10,1
1,1
1,1
1,1
6,1
5,1
5,1
1,1
1,1
5,1
1,1
1,1
15,1
5,1
1,1
1,1
1,1
6,1
6,1
1,1
1,1
6,1
15,1
1,1
1,1
5,1
5,1
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
13,2
2,2
2,2
2,2
2,2
12,2
2,2
2,2
9,2
2,2
3,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
6,2
2,2
2,2
2,2
3,3
0,3
4,3
3,3
0,3
3,3
3,3
0,3
3,3
0,3
3,3
3,3
3,3
0,3
3,3
3,3
3,3
3,3
3,3
3,3
10,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
11,3
3,3
3,3
1,3
3,3
1,3
3,3
3,3
3,3
10,3
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
2,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
2,4
15,4
4,4
4,4
4,4
1,5
5,5
5,5
3,5
5,5
5,5
5,5
5,5
5,5
6,5
5,5
5,5
3,5
3,5
5,5
1,5
12,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
11,5
5,5
5,5
5,5
5,5
5,5
5,5
6,5
5,5
3,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
3,5
5,5
5,5
6,5
1,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
10,6
6,6
5,6
6,6
6,6
6,6
6,6
6,6
6,6
6,6
6,6
6,6
6,6
6,6
